timestamp,lat,lng,accuracy_m,gap_s,delayed,battery_percent
2026-09-22 17:28:06.042,35.8791683,139.7409791,5.112,-,false,100
2026-09-22 17:28:12.121,35.8803988,139.7393259,30.583,6.1,false,100
2026-09-22 17:28:21.328,35.8806914,139.7392865,4.538,9.2,true,100
2026-09-22 17:28:26.299,35.8809018,139.7390873,4.649,5.0,false,100
2026-09-22 17:28:31.316,35.8809529,139.7390668,4.312,5.0,false,100
2026-09-22 17:28:36.298,35.8809487,139.7390725,3.562,5.0,false,100
2026-09-22 17:28:41.300,35.8809487,139.7390725,4.091,5.0,false,100
2026-09-22 17:28:46.302,35.8809487,139.7390725,4.237,5.0,false,100
2026-09-22 17:28:51.330,35.8809503,139.7390522,25.773,5.0,false,100
2026-09-22 17:28:56.318,35.8811834,139.7388261,4.893,5.0,false,100
2026-09-22 17:29:01.328,35.881518,139.7384874,13.488,5.0,false,100
2026-09-22 17:29:06.279,35.8818837,139.7381404,4.504,5.0,false,100
2026-09-22 17:29:11.289,35.8822342,139.7378336,4.729,5.0,false,100
2026-09-22 17:29:16.313,35.8825904,139.7376399,4.381,5.0,false,100
2026-09-22 17:29:21.301,35.8829187,139.7374934,3.994,5.0,false,100
2026-09-22 17:29:26.321,35.8832356,139.737328,4.069,5.0,false,100
2026-09-22 17:29:31.301,35.8835155,139.7371884,4.528,5.0,false,100
2026-09-22 17:29:36.299,35.8837268,139.7370605,4.838,5.0,false,100
2026-09-22 17:29:41.315,35.8839063,139.7369521,4.752,5.0,false,100
2026-09-22 17:29:46.320,35.8839842,139.7369157,23.344,5.0,false,100
2026-09-22 17:29:51.322,35.8839893,139.7369131,4.35,5.0,false,100
2026-09-22 17:29:56.332,35.8839897,139.7369128,3.849,5.0,false,100
2026-09-22 17:30:01.167,35.8839897,139.7369128,197.769,4.8,false,100
2026-09-22 17:30:06.312,35.8839898,139.7369128,3.641,5.1,false,100
2026-09-22 17:30:11.321,35.8839899,139.7369127,26.544,5.0,false,100
2026-09-22 17:30:16.308,35.8839899,139.7369127,3.467,5.0,false,100
2026-09-22 17:30:21.301,35.8839899,139.7369127,3.323,5.0,false,100
2026-09-22 17:30:26.315,35.8840059,139.7369042,3.282,5.0,false,100
2026-09-22 17:30:31.302,35.884006,139.7369041,3.304,5.0,false,100
2026-09-22 17:30:36.301,35.8840193,139.736897,3.271,5.0,false,100
2026-09-22 17:30:41.312,35.8840196,139.7368968,3.372,5.0,false,100
2026-09-22 17:30:46.323,35.8840199,139.7368966,3.461,5.0,false,100
2026-09-22 17:30:51.288,35.8840201,139.7368965,3.57,5.0,false,100
2026-09-22 17:30:56.307,35.8840202,139.7368965,9.99,5.0,false,100
2026-09-22 17:31:01.319,35.8840184,139.7368974,3.713,5.0,false,100
2026-09-22 17:31:06.323,35.8840187,139.7368973,3.711,5.0,false,100
2026-09-22 17:31:11.309,35.8840137,139.7368999,3.802,5.0,false,100
2026-09-22 17:31:16.294,35.8840162,139.7368986,3.835,5.0,false,100
2026-09-22 17:31:21.304,35.8841057,139.7368427,16.086,5.0,false,100
2026-09-22 17:31:26.319,35.8842131,139.7368015,4.591,5.0,false,100
2026-09-22 17:31:31.303,35.8843179,139.7370387,4.486,5.0,false,100
2026-09-22 17:31:36.326,35.8844184,139.73746,4.3,5.0,false,100
2026-09-22 17:31:41.294,35.8845319,139.737886,4.015,5.0,false,100
2026-09-22 17:31:46.343,35.8846145,139.7381443,3.889,5.1,false,100
2026-09-22 17:31:51.317,35.8846951,139.7383858,3.951,5.0,false,100
2026-09-22 17:31:56.310,35.8847785,139.7387146,4.083,5.0,false,100
2026-09-22 17:32:01.329,35.8848175,139.7388485,3.984,5.0,false,100
2026-09-22 17:32:06.298,35.8848165,139.7388448,3.749,5.0,false,100
2026-09-22 17:32:11.299,35.8848165,139.7388448,2.927,5.0,false,100
2026-09-22 17:32:19.211,35.8848165,139.7388447,317.186,7.9,true,100
2026-09-22 17:32:25.675,35.8848175,139.7389604,14.873,6.5,false,100
2026-09-22 17:32:32.082,35.8848164,139.7388447,153.667,6.4,false,100
2026-09-22 17:32:38.288,35.8848278,139.738883,2.994,6.2,false,100
2026-09-22 17:32:43.311,35.8848502,139.7389554,6.168,5.0,false,100
2026-09-22 17:32:48.310,35.8849284,139.739164,3.937,5.0,false,100
2026-09-22 17:32:53.291,35.8850805,139.7393107,4.248,5.0,false,100
2026-09-22 17:32:58.323,35.8853224,139.7390648,4.021,5.0,false,100
2026-09-22 17:33:03.291,35.8857334,139.7385706,4.275,5.0,false,100
2026-09-22 17:33:08.304,35.8862443,139.7379629,3.988,5.0,false,100
2026-09-22 17:33:13.295,35.8868,139.737272,3.938,5.0,false,100
2026-09-22 17:33:18.329,35.8874011,139.7365244,3.972,5.0,false,100
2026-09-22 17:33:23.289,35.8879639,139.7358374,3.989,5.0,false,100
2026-09-22 17:33:28.310,35.8883698,139.7353567,3.985,5.0,false,100
2026-09-22 17:33:33.314,35.8885269,139.7351544,4.114,5.0,false,100
2026-09-22 17:33:38.320,35.8885547,139.7351168,3.482,5.0,false,100
2026-09-22 17:33:43.319,35.8885508,139.7351216,2.915,5.0,false,100
2026-09-22 17:33:48.353,35.888549,139.7351238,21.047,5.0,false,100
2026-09-22 17:33:53.331,35.888612,139.7350412,3.763,5.0,false,100
2026-09-22 17:33:58.312,35.8887782,139.7348264,4.094,5.0,false,100
2026-09-22 17:34:03.310,35.8889948,139.7345525,4.175,5.0,false,100
2026-09-22 17:34:08.330,35.8892393,139.7342469,4.088,5.0,false,100
2026-09-22 17:34:13.311,35.8894742,139.7339919,4.11,5.0,false,100
2026-09-22 17:34:18.318,35.8896063,139.7338513,4.012,5.0,false,100
2026-09-22 17:34:23.319,35.8898679,139.7335905,4.102,5.0,false,100
2026-09-22 17:34:28.319,35.890217,139.7332685,4.084,5.0,false,100
2026-09-22 17:34:33.290,35.890607,139.7329349,4.173,5.0,false,100
2026-09-22 17:34:38.308,35.8909495,139.7326513,4.241,5.0,false,100
2026-09-22 17:34:43.329,35.8912038,139.7324695,4.29,5.0,false,100
2026-09-22 17:34:48.339,35.891266,139.7324333,4.235,5.0,false,100
2026-09-22 17:34:53.343,35.8912749,139.7324275,4.073,5.0,false,100
2026-09-22 17:34:58.313,35.8912769,139.7324262,3.225,5.0,false,100
2026-09-22 17:35:03.339,35.8912769,139.7324262,21.383,5.0,false,100
2026-09-22 17:35:08.310,35.8912769,139.7324263,3.068,5.0,false,100
2026-09-22 17:35:13.335,35.8912769,139.7324263,3.078,5.0,false,100
2026-09-22 17:35:18.290,35.8912768,139.7324263,3.073,5.0,false,100
2026-09-22 17:35:23.301,35.8912768,139.7324263,10.727,5.0,false,100
2026-09-22 17:35:28.315,35.8912768,139.7324263,3.045,5.0,false,100
2026-09-22 17:35:33.342,35.8913385,139.732384,3.936,5.0,false,100
2026-09-22 17:35:38.294,35.8914955,139.7322766,4.141,5.0,false,100
2026-09-22 17:35:43.331,35.8914503,139.7321482,7.574,5.0,false,100
2026-09-22 17:35:48.338,35.8913167,139.7318797,4.097,5.0,false,100
2026-09-22 17:35:53.343,35.8912593,139.7316345,4.657,5.0,false,100
2026-09-22 17:35:58.359,35.8914334,139.731484,5.346,5.0,false,100
2026-09-22 17:36:03.324,35.891592,139.7314189,5.206,5.0,false,100
2026-09-22 17:36:08.339,35.891687,139.7315603,4.956,5.0,false,100
2026-09-22 17:36:13.340,35.8917964,139.7315016,4.28,5.0,false,100
2026-09-22 17:36:18.328,35.8919553,139.7313823,4.233,5.0,false,100
2026-09-22 17:36:23.335,35.8920806,139.7313048,4.259,5.0,false,100
2026-09-22 17:36:28.334,35.8921618,139.7312475,4.33,5.0,false,100
2026-09-22 17:36:33.330,35.8922589,139.731161,4.314,5.0,false,100
2026-09-22 17:36:38.332,35.8923744,139.7310739,4.164,5.0,false,100
2026-09-22 17:36:43.333,35.8924444,139.7310208,4.152,5.0,false,100
2026-09-22 17:36:48.321,35.8925009,139.7309813,4.147,5.0,false,100
2026-09-22 17:36:53.321,35.8925852,139.7309214,4.142,5.0,false,100
2026-09-22 17:36:58.331,35.8927166,139.7308181,3.929,5.0,false,100
2026-09-22 17:37:03.335,35.8927902,139.730772,4.018,5.0,false,100
2026-09-22 17:37:08.347,35.8928664,139.7308885,4.159,5.0,false,100
2026-09-22 17:37:13.329,35.8929151,139.7310122,3.921,5.0,false,100
2026-09-22 17:37:18.312,35.8929393,139.7310344,4.035,5.0,false,100
2026-09-22 17:37:23.312,35.8929294,139.7310269,3.238,5.0,false,100
2026-09-22 17:37:28.347,35.8929117,139.731017,2.898,5.0,false,100
2026-09-22 17:37:33.306,35.8928941,139.7310098,2.782,5.0,false,100
2026-09-22 17:37:38.235,35.8928941,139.7310098,203.986,4.9,false,100
2026-09-22 17:37:43.303,35.8928762,139.7310091,2.752,5.1,false,100
2026-09-22 17:37:48.340,35.8928946,139.7310043,2.667,5.0,false,100
2026-09-22 17:37:53.315,35.8929056,139.7309993,2.827,5.0,false,100
2026-09-22 17:37:58.174,35.8929056,139.7309993,198.695,4.9,false,100
2026-09-22 17:38:03.305,35.8928838,139.7310076,2.688,5.1,false,100
2026-09-22 17:38:08.325,35.8928792,139.7310102,2.692,5.0,false,100
2026-09-22 17:38:13.327,35.8928737,139.7310143,2.67,5.0,false,100
2026-09-22 17:38:18.322,35.8928722,139.7310153,2.691,5.0,false,100
2026-09-22 17:38:23.296,35.8928727,139.7310149,2.696,5.0,false,100
2026-09-22 17:38:28.326,35.8928726,139.7310148,22.54,5.0,false,100
2026-09-22 17:38:33.318,35.8928736,139.7310138,2.704,5.0,false,100
2026-09-22 17:38:38.330,35.8928817,139.7310073,2.735,5.0,false,100
2026-09-22 17:38:43.317,35.8928799,139.7310084,2.721,5.0,false,100
2026-09-22 17:38:48.339,35.892903,139.7309888,14.878,5.0,false,100
2026-09-22 17:38:53.347,35.892903,139.7309886,2.64,5.0,false,100
2026-09-22 17:38:58.323,35.8928853,139.7310014,2.634,5.0,false,100
2026-09-22 17:39:03.330,35.8928765,139.7310077,2.793,5.0,false,100
2026-09-22 17:39:08.314,35.892878,139.7310064,5.045,5.0,false,100
2026-09-22 17:39:13.312,35.8928686,139.730972,3.982,5.0,false,100
