timestamp,lat,lng,accuracy_m,gap_s,delayed,battery_percent
2026-09-22 19:15:08.949,35.8928281,139.7310084,73.967,-,false,92
2026-09-22 19:15:16.443,35.8928567,139.7310163,10.889,7.5,true,92
2026-09-22 19:15:21.485,35.8928565,139.731015,10.901,5.0,false,92
2026-09-22 19:15:26.466,35.8928583,139.7310079,7.344,5.0,false,92
2026-09-22 19:15:31.446,35.8928521,139.7310046,15.714,5.0,false,92
2026-09-22 19:15:36.449,35.8928504,139.7309981,3.564,5.0,false,92
2026-09-22 19:15:45.480,35.8928588,139.730976,3.299,9.0,true,92
2026-09-22 19:15:50.562,35.8928537,139.7309249,3.241,5.1,false,92
2026-09-22 19:15:55.531,35.8928219,139.7308792,3.325,5.0,false,92
2026-09-22 19:16:00.372,35.8928219,139.7308792,197.187,4.8,false,92
2026-09-22 19:16:05.440,35.8928133,139.7308663,3.099,5.1,false,92
2026-09-22 19:16:10.453,35.8928135,139.7308666,3.165,5.0,false,92
2026-09-22 19:16:15.431,35.8928133,139.7308662,3.118,5.0,false,92
2026-09-22 19:16:20.131,35.8928133,139.7308662,191.386,4.7,false,92
2026-09-22 19:16:25.402,35.8927622,139.7308461,3.632,5.3,false,92
2026-09-22 19:16:30.426,35.8927274,139.7308685,18.557,5.0,false,92
2026-09-22 19:16:35.425,35.8927006,139.7308934,3.907,5.0,false,92
2026-09-22 19:16:40.417,35.8927039,139.7308881,3.962,5.0,false,92
2026-09-22 19:16:45.400,35.8927041,139.7308876,3.993,5.0,false,92
2026-09-22 19:16:50.433,35.8927041,139.7308867,17.463,5.0,false,92
2026-09-22 19:16:55.417,35.8927038,139.7308867,3.867,5.0,false,92
2026-09-22 19:17:06.040,35.8924031,139.7309212,55.744,10.6,true,92
2026-09-22 19:17:12.202,35.8917461,139.7315972,51.837,6.2,false,92
2026-09-22 19:17:18.854,35.8927044,139.7308871,181.466,6.7,false,92
2026-09-22 19:17:24.419,35.8927055,139.7308875,3.912,5.6,false,92
2026-09-22 19:17:29.433,35.8927061,139.7308873,17.574,5.0,false,92
2026-09-22 19:17:34.413,35.8927062,139.7308874,3.831,5.0,false,92
2026-09-22 19:17:39.416,35.8927066,139.7308875,4.05,5.0,false,92
2026-09-22 19:17:44.406,35.892707,139.7308879,3.965,5.0,false,92
2026-09-22 19:17:49.435,35.8927077,139.7308881,17.76,5.0,false,92
2026-09-22 19:17:54.401,35.8927089,139.7308878,3.946,5.0,false,92
2026-09-22 19:17:59.436,35.8927093,139.7308872,4.098,5.0,false,92
2026-09-22 19:18:04.405,35.8927096,139.7308874,3.929,5.0,false,92
2026-09-22 19:18:09.430,35.8927094,139.730888,9.494,5.0,false,92
2026-09-22 19:18:14.422,35.8927016,139.7308926,3.742,5.0,false,92
2026-09-22 19:18:19.431,35.8926675,139.7309242,3.798,5.0,false,92
2026-09-22 19:18:24.419,35.892646,139.7309432,3.788,5.0,false,92
2026-09-22 19:18:29.431,35.8926525,139.7309364,7.58,5.0,false,92
2026-09-22 19:18:34.418,35.8926522,139.7309374,3.858,5.0,false,92
2026-09-22 19:18:39.417,35.8926213,139.7309601,3.932,5.0,false,92
