timestamp,lat,lng,accuracy_m,gap_s,delayed,battery_percent
2026-09-22 17:24:38.950,35.8781175,139.7407012,13.704,-,false,100
2026-09-22 17:24:45.353,35.8780928,139.74073,24.576,6.4,false,100
2026-09-22 17:24:50.638,35.878106,139.7407081,8.301,5.3,false,100
2026-09-22 17:24:57.022,35.8781153,139.7407039,5.879,6.4,false,100
2026-09-22 17:25:02.338,35.8781147,139.7407028,4.996,5.3,false,100
2026-09-22 17:25:07.130,35.8781246,139.7406615,9.269,4.8,false,100
2026-09-22 17:25:11.654,35.8780241,139.7404527,21.341,4.5,false,100
2026-09-22 17:25:17.356,35.8778303,139.7401295,2.15,5.7,false,100
2026-09-22 17:25:22.307,35.8778466,139.7400954,3.256,5.0,false,100
2026-09-22 17:25:27.309,35.8780336,139.7399198,3.761,5.0,false,100
2026-09-22 17:25:32.316,35.8783258,139.7395862,3.604,5.0,false,100
2026-09-22 17:25:37.297,35.8785208,139.7391934,3.842,5.0,false,100
2026-09-22 17:25:42.312,35.8785617,139.7390887,4.099,5.0,false,100
2026-09-22 17:25:47.303,35.8786081,139.7390537,4.185,5.0,false,100
2026-09-22 17:25:52.288,35.878784,139.7391492,4.171,5.0,false,100
2026-09-22 17:25:57.317,35.8790053,139.7392958,15.892,5.0,false,100
2026-09-22 17:26:02.304,35.8790572,139.7394674,4.061,5.0,false,100
2026-09-22 17:26:07.315,35.8789242,139.7397372,4.023,5.0,false,100
2026-09-22 17:26:12.309,35.8787698,139.7400564,3.964,5.0,false,100
2026-09-22 17:26:17.312,35.8786682,139.7403059,4.115,5.0,false,100
2026-09-22 17:26:22.313,35.8786667,139.7403113,21.594,5.0,false,100
2026-09-22 17:26:26.951,35.8786664,139.7403119,9.735,4.6,false,100
