timestamp,lat,lng,accuracy_m,gap_s,delayed,battery_percent
2026-09-22 17:40:11.059,35.894703,139.7299719,49.747,-,false,100
2026-09-22 17:40:16.658,35.8928663,139.7309898,5.962,5.6,false,100
2026-09-22 17:40:21.374,35.8928344,139.7310095,3.745,4.7,false,100
2026-09-22 17:40:26.382,35.8928406,139.7310059,3.2,5.0,false,100
2026-09-22 17:40:31.348,35.8928406,139.7310059,195.948,5.0,false,100
2026-09-22 17:40:36.284,35.8928069,139.7310169,11.924,4.9,false,100
2026-09-22 17:40:41.075,35.8927511,139.7309614,8.326,4.8,false,100
2026-09-22 17:40:45.807,35.8926992,139.7308954,5.151,4.7,false,100
2026-09-22 17:40:50.572,35.8926755,139.7308284,4.648,4.8,false,100
2026-09-22 17:40:55.324,35.892689,139.7308383,4.464,4.8,false,100
2026-09-22 17:41:00.207,35.8927391,139.7307868,4.298,4.9,false,100
2026-09-22 17:41:06.299,35.8927884,139.7307555,4.627,6.1,false,100
2026-09-22 17:41:10.810,35.8927841,139.730763,4.205,4.5,false,100
2026-09-22 17:41:15.605,35.8927838,139.7307707,4.785,4.8,false,100
2026-09-22 17:41:20.204,35.8928052,139.7308429,5.568,4.6,false,100
2026-09-22 17:41:25.170,35.8928473,139.7309328,7.157,5.0,false,100
2026-09-22 17:41:29.992,35.8928585,139.7310112,8.011,4.8,false,100
2026-09-22 17:41:34.676,35.8928002,139.7310589,7.948,4.7,false,100
