timestamp,lat,lng,accuracy_m,gap_s,delayed,battery_percent
2026-09-23 11:02:14.723,35.8778233,139.7404632,100.0,-,false,98
2026-09-23 11:02:44.740,35.8778233,139.7404632,100.0,30.0,true,98
2026-09-23 11:03:14.744,35.8778233,139.7404632,100.0,30.0,true,98
2026-09-23 11:03:44.851,35.8778233,139.7404632,100.0,30.1,true,98
2026-09-23 11:04:14.964,35.8778233,139.7404632,100.0,30.1,true,98
2026-09-23 11:04:45.073,35.8778233,139.7404632,100.0,30.1,true,98
2026-09-23 11:05:15.173,35.8778233,139.7404632,100.0,30.1,true,98
2026-09-23 11:05:45.283,35.8778233,139.7404632,100.0,30.1,true,98
2026-09-23 11:06:15.391,35.8778233,139.7404632,100.0,30.1,true,98
2026-09-23 11:06:45.501,35.8778233,139.7404632,100.0,30.1,true,98
2026-09-23 11:07:15.602,35.8778233,139.7404632,100.0,30.1,true,98
2026-09-23 11:07:45.714,35.8778233,139.7404632,100.0,30.1,true,98
2026-09-23 11:08:15.813,35.8778233,139.7404632,100.0,30.1,true,98
2026-09-23 11:08:45.920,35.8778233,139.7404632,100.0,30.1,true,98
2026-09-23 11:09:16.027,35.8778233,139.7404632,100.0,30.1,true,98
2026-09-23 11:09:46.127,35.8778233,139.7404632,100.0,30.1,true,99
2026-09-23 11:10:16.250,35.8778233,139.7404632,100.0,30.1,true,99
2026-09-23 11:10:46.351,35.8778233,139.7404632,100.0,30.1,true,99
2026-09-23 11:11:16.462,35.8778233,139.7404632,100.0,30.1,true,99
2026-09-23 11:11:46.566,35.8778233,139.7404632,100.0,30.1,true,99
2026-09-23 11:12:16.674,35.8778233,139.7404632,100.0,30.1,true,99
2026-09-23 11:12:46.779,35.8778233,139.7404632,100.0,30.1,true,99
2026-09-23 11:13:16.881,35.8778233,139.7404632,100.0,30.1,true,99
2026-09-23 11:13:46.990,35.8778233,139.7404632,100.0,30.1,true,99
